domain,icon_file,example_url
docs.google.com,docs.google.com.png,https://docs.google.com/document/u/0/d/1OmHGwG6fYUJAAj_7lmDB9rCjaCTI_WPNnjoeU_ScRkg/mobilebasic
domain.digitalplat.org,domain.digitalplat.org.png,https://domain.digitalplat.org/
dub.co,dub.co.png,https://dub.co/
easyui.pro,easyui.pro.png,https://easyui.pro/
eauction.gov.in,MISSING,https://eauction.gov.in/eauction/
ecc.tools,ecc.tools.png,https://ecc.tools/
edabit.com,edabit.com.png,https://edabit.com/
editor.babylonjs.com,editor.babylonjs.com.png,https://editor.babylonjs.com/
eldoraui.site,eldoraui.site.png,https://eldoraui.site/
emojikitchen.dev,emojikitchen.dev.png,https://emojikitchen.dev/
eternityui.com,MISSING,https://eternityui.com/
example.com,MISSING,https://example.com/remote.php/webdav/Joplin`
exiftool.org,exiftool.org.png,https://exiftool.org/
extra-ui.com,MISSING,https://extra-ui.com/
fakeupdate.net,fakeupdate.net.png,https://fakeupdate.net/
fakeyou.com,fakeyou.com.png,https://fakeyou.com/
flathub.org,flathub.org.png,https://flathub.org/en
flicker.laurie.fyi,flicker.laurie.fyi.png,https://flicker.laurie.fyi/gallery
floatui.com,floatui.com.png,https://floatui.com/
flowbite.com,flowbite.com.png,https://flowbite.com/
flowgpt.com,flowgpt.com.png,https://flowgpt.com/
flux-ai.io,flux-ai.io.png,https://flux-ai.io/
fly.io,fly.io.png,https://fly.io
flyonui.com,flyonui.com.png,https://flyonui.com/
footagecrate.com,footagecrate.com.png,https://footagecrate.com/
forgegui.com,forgegui.com.jpg,https://forgegui.com/
forgeui.in,forgeui.in.png,https://forgeui.in/
forum.openai.com,forum.openai.com.png,https://forum.openai.com/
free-for.dev,free-for.dev.png,https://free-for.dev/#/
freeapi.app,freeapi.app.png,https://freeapi.app/
freebuff.com,freebuff.com.png,https://freebuff.com/
freellm.net,freellm.net.jpg,https://freellm.net/
gd.xychr.com,gd.xychr.com.ico,https://gd.xychr.com/en/
gem.gov.in,MISSING,https://gem.gov.in/
getcroc.com,getcroc.com.png,https://getcroc.com/
getdesign.md,getdesign.md.png,https://getdesign.md/
gg.deals,gg.deals.png,https://gg.deals/news/freebies/
gh.crafter.run,gh.crafter.run.png,https://gh.crafter.run/
github.com,github.com.png,https://github.com
gitmvp.com,gitmvp.com.png,https://gitmvp.com
gitreverse.com,gitreverse.com.png,https://gitreverse.com
goose-docs.ai,goose-docs.ai.png,https://goose-docs.ai/
groupfind.org,MISSING,https://groupfind.org/
grow.google,grow.google.png,https://grow.google/ai
gsap.com,gsap.com.jpg,https://gsap.com/
gutenberg.org,gutenberg.org.png,http://gutenberg.org
hackerai.co,hackerai.co.png,https://hackerai.co/
handy.computer,handy.computer.png,https://handy.computer/
headlessui.com,headlessui.com.png,https://headlessui.com/
help.evernote.com,help.evernote.com.png,https://help.evernote.com/hc/en-us/articles/209005557-How-to-back-up-export-and-restore-import-notes-and-notebooks
hermes-agent.nousresearch.com,hermes-agent.nousresearch.com.png,https://hermes-agent.nousresearch.com/
hextaui.com,hextaui.com.png,https://hextaui.com/
hn.algolia.com,hn.algolia.com.png,https://hn.algolia.com/
hoppscotch.io,hoppscotch.io.png,https://hoppscotch.io/
huggingbay.xyz,huggingbay.xyz.jpg,https://huggingbay.xyz/
huggingface.co,huggingface.co.png,https://huggingface.co/Skywork
ideavo.ai,ideavo.ai.png,https://ideavo.ai/
ifreedomains.com,ifreedomains.com.png,https://ifreedomains.com/
infip.pro,MISSING,https://infip.pro/
insforge.dev,insforge.dev.jpg,https://insforge.dev/
isthereanydeal.com,isthereanydeal.com.png,https://isthereanydeal.com/
istreamflare.in,istreamflare.in.png,https://istreamflare.in/
jakubantalik.com,jakubantalik.com.png,https://jakubantalik.com/
jcode.sh,jcode.sh.png,https://jcode.sh/
joplinapp.org,joplinapp.org.png,https://joplinapp.org
kaboompics.com,kaboompics.com.png,https://kaboompics.com/
karakeep.app,karakeep.app.png,https://karakeep.app/
kdeconnect.kde.org,kdeconnect.kde.org.png,https://kdeconnect.kde.org/
khan.github.io,khan.github.io.png,https://khan.github.io/KaTeX/
kokonutui.com,kokonutui.com.png,https://kokonutui.com/
labs.google,labs.google.png,https://labs.google/
leakix.net,leakix.net.png,https://leakix.net/
learn.microsoft.com,learn.microsoft.com.png,https://learn.microsoft.com/en-us/training/
learnyourway.withgoogle.com,learnyourway.withgoogle.com.png,https://learnyourway.withgoogle.com/
libgen.is,MISSING,http://libgen.is
librecrawl.com,librecrawl.com.png,https://librecrawl.com/
lightpanda.io,lightpanda.io.png,https://lightpanda.io/
lightswind.com,lightswind.com.png,https://lightswind.com/
linuxcommandlibrary.com,linuxcommandlibrary.com.png,https://linuxcommandlibrary.com/
llama-cpp.com,llama-cpp.com.png,https://llama-cpp.com/
lmstudio.ai,lmstudio.ai.png,https://lmstudio.ai/
lobehub.com,lobehub.com.jpg,https://lobehub.com/ar/mcp/keshavsharma-code-deepsleep-beta
lobste.rs,lobste.rs.png,https://lobste.rs/
longcat.chat,longcat.chat.png,https://longcat.chat/
magicui.design,magicui.design.png,https://magicui.design/
mantine.dev,mantine.dev.png,https://mantine.dev/
meetily.ai,meetily.ai.png,https://meetily.ai/
merakiui.com,merakiui.com.png,https://merakiui.com/
mimo.xiaomi.com,mimo.xiaomi.com.png,https://mimo.xiaomi.com/mimocode
mixkit.co,mixkit.co.png,https://mixkit.co/
mongodb.com,mongodb.com.png,https://mongodb.com/atlas
morguefile.com,morguefile.com.png,https://morguefile.com/
motion-primitives.com,motion-primitives.com.png,https://motion-primitives.com/
motionsites.ai,motionsites.ai.png,https://motionsites.ai/
movin.design,movin.design.png,https://movin.design/
mrfreetools.com,mrfreetools.com.png,https://mrfreetools.com/tools/
mui.com,mui.com.png,https://mui.com/
mumbaiport.gov.in,mumbaiport.gov.in.jpg,http://mumbaiport.gov.in/
mvpblocks.com,MISSING,https://mvpblocks.com/
ncase.me,ncase.me.png,https://ncase.me/trust/
neon.tech,neon.tech.png,https://neon.tech
netlify.com,netlify.com.png,https://netlify.com
news.ycombinator.com,news.ycombinator.com.png,https://news.ycombinator.com/
nolangz.github.io,MISSING,https://nolangz.github.io/pixel2motion/
nosignups.net,nosignups.net.png,https://nosignups.net/
notebook.google.com,notebook.google.com.png,https://notebook.google.com/
odysseusai.dev,odysseusai.dev.png,https://odysseusai.dev/
ollama.com,ollama.com.png,https://ollama.com/
omma.build,omma.build.png,https://omma.build/
onionshare.org,onionshare.org.png,https://onionshare.org/
opal.google,MISSING,https://opal.google/
openalternative.co,openalternative.co.png,https://openalternative.co/
openapps.pro,openapps.pro.png,https://openapps.pro/apps
opencoworkai.github.io,MISSING,https://opencoworkai.github.io/open-codesign/
openculture.com,openculture.com.png,http://openculture.com
openflowkit.com,openflowkit.com.png,https://openflowkit.com/
openmanus.github.io,MISSING,https://openmanus.github.io/
openpencil.dev,openpencil.dev.png,https://openpencil.dev/
openrouter.ai,openrouter.ai.png,https://openrouter.ai/
opensrc.sh,opensrc.sh.png,https://opensrc.sh/
openwhispr.com,openwhispr.com.png,https://openwhispr.com/
orbot.app,orbot.app.jpg,https://orbot.app/en/
orbs.jakubantalik.com,orbs.jakubantalik.com.png,https://orbs.jakubantalik.com/
originui.com,originui.com.png,https://originui.com/
ossinsight.io,ossinsight.io.png,https://ossinsight.io/trending
overapi.com,overapi.com.png,https://overapi.com/
pages.cloudflare.com,pages.cloudflare.com.png,https://pages.cloudflare.com
park-ui.com,park-ui.com.png,https://park-ui.com/
pdfdrive.com,pdfdrive.com.png,http://pdfdrive.com
pentagi.com,pentagi.com.png,https://pentagi.com/
perchance.org,perchance.org.ico,https://perchance.org/generators
phantom-video.github.io,MISSING,https://phantom-video.github.io/HuMo/
pinokio.co,pinokio.co.png,https://pinokio.co/
pixabay.com,pixabay.com.png,https://pixabay.com/
playcanvas.com,playcanvas.com.jpg,https://playcanvas.com/
pocketbase.io,pocketbase.io.png,https://pocketbase.io/
podman.io,podman.io.png,https://podman.io/
ponytail.dev,MISSING,https://ponytail.dev/
prankshit.com,prankshit.com.png,https://prankshit.com/
preline.co,preline.co.png,https://preline.co/
presentation.allweone.com,presentation.allweone.com.png,https://presentation.allweone.com/
pro.diffusion.studio,pro.diffusion.studio.png,https://pro.diffusion.studio/
prompt.always200.com,prompt.always200.com.png,https://prompt.always200.com/#/basic/system
prompthero.com,prompthero.com.jpg,https://prompthero.com/?utm_source=chatgpt.com
prompts.chat,prompts.chat.png,https://prompts.chat/
prvc.app,prvc.app.png,https://prvc.app/
public-api-lists.github.io,MISSING,https://public-api-lists.github.io/public-api-lists/
pyqonline.com,pyqonline.com.png,https://pyqonline.com/
quickref.me,quickref.me.png,https://quickref.me/
qwen.ai,qwen.ai.png,https://qwen.ai/
railway.com,railway.com.png,https://railway.com
ray.so,ray.so.png,https://ray.so/
react-spectrum.adobe.com,react-spectrum.adobe.com.png,https://react-spectrum.adobe.com/
render.com,render.com.png,https://render.com
repogrep.com,repogrep.com.png,https://repogrep.com/
resourceboy.com,resourceboy.com.png,https://resourceboy.com/
reui.io,reui.io.png,https://reui.io/
reverseui.com,reverseui.com.png,https://reverseui.com/
ripped.guide,ripped.guide.png,https://ripped.guide/
sci-hub.se,MISSING,http://sci-hub.se
seeb4coding.in,seeb4coding.in.png,https://seeb4coding.in/ai/svg-ora-studio/
seostudio.tools,seostudio.tools.png,https://seostudio.tools/
sevenreasons.github.io,MISSING,https://sevenreasons.github.io/promptcat/
skillbuilder.aws,skillbuilder.aws.png,https://skillbuilder.aws
skillsbuild.org,skillsbuild.org.png,https://skillsbuild.org
skiper-ui.com,skiper-ui.com.png,https://skiper-ui.com/
smoothui.dev,smoothui.dev.png,https://smoothui.dev/
snov.io,snov.io.png,https://snov.io/
sonner.emilkowal.ski,sonner.emilkowal.ski.ico,https://sonner.emilkowal.ski/
speech.fish.audio,speech.fish.audio.png,https://speech.fish.audio/
speechma.com,speechma.com.png,https://speechma.com
spline.design,spline.design.png,https://spline.design/
squoosh.app,squoosh.app.png,https://squoosh.app/
startups.rip,startups.rip.png,https://startups.rip/
staying.fun,staying.fun.png,https://staying.fun/en
steamdb.info,steamdb.info.png,https://steamdb.info/upcoming/free/
stitch.withgoogle.com,stitch.withgoogle.com.jpg,https://stitch.withgoogle.com/
stocksnap.io,stocksnap.io.png,https://stocksnap.io/
store.epicgames.com,store.epicgames.com.png,https://store.epicgames.com/free-games?lang=en-US
styles.refero.design,styles.refero.design.png,https://styles.refero.design/
styleseed-demo.vercel.app,styleseed-demo.vercel.app.ico,https://styleseed-demo.vercel.app/
sundowndev.github.io,sundowndev.github.io.png,https://sundowndev.github.io/phoneinfoga/
supabase.com,supabase.com.png,https://supabase.com
superdesign.dev,superdesign.dev.png,https://superdesign.dev/
sure.am,sure.am.png,https://sure.am/
tailark.com,tailark.com.png,https://tailark.com/
tailgrids.com,tailgrids.com.png,https://tailgrids.com/
taplio.com,taplio.com.png,https://taplio.com/
tdirectory.me,tdirectory.me.png,https://tdirectory.me/
telegram.me,telegram.me.png,https://telegram.me/apktool_m
telemetr.io,telemetr.io.png,https://telemetr.io/en
tellnova.com,tellnova.com.png,https://tellnova.com/
tencent-hunyuan.github.io,MISSING,https://tencent-hunyuan.github.io/Hunyuan3D-WorldClaw/
tgstat.ru,tgstat.ru.png,https://tgstat.ru/en
thesvg.org,thesvg.org.png,https://thesvg.org/
threejs.org,threejs.org.png,https://threejs.org/
threeui.com,threeui.com.png,https://threeui.com/browse
tinker.thinkingmachines.ai,tinker.thinkingmachines.ai.ico,https://tinker.thinkingmachines.ai/playground
toolfolio.com,toolfolio.com.jpg,https://toolfolio.com/
tools.rmv.fyi,tools.rmv.fyi.png,https://tools.rmv.fyi/
tools.termuxcommands.com,tools.termuxcommands.com.ico,https://tools.termuxcommands.com/
tree.icqr.com,tree.icqr.com.png,https://tree.icqr.com/
tremor.so,tremor.so.png,https://tremor.so/
trendshift.io,trendshift.io.png,https://trendshift.io/
truecallcheck.tech,truecallcheck.tech.jpg,https://truecallcheck.tech
trustmrr.com,trustmrr.com.png,https://trustmrr.com/
tui.studio,MISSING,https://tui.studio/
tw-elements.com,tw-elements.com.png,https://tw-elements.com/
ui.aceternity.com,ui.aceternity.com.png,https://ui.aceternity.com/
ui.shadcn.com,ui.shadcn.com.png,https://ui.shadcn.com/
ui.spectrumhq.in,ui.spectrumhq.in.png,https://ui.spectrumhq.in/
uithub.com,uithub.com.jpg,https://uithub.com
uiverse.io,uiverse.io.png,https://uiverse.io/
unscreen.com,unscreen.com.png,http://unscreen.com
unsplash.com,unsplash.com.png,https://unsplash.com/
upscayl.org,upscayl.org.png,https://upscayl.org/
vaul.emilkowal.ski,vaul.emilkowal.ski.ico,https://vaul.emilkowal.ski/
venice.ai,venice.ai.png,https://venice.ai/
vercel.com,vercel.com.png,https://vercel.com
viarotel.eu.org,viarotel.eu.org.png,https://viarotel.eu.org/
viteplus.dev,viteplus.dev.jpg,https://viteplus.dev/
vocalremover.org,vocalremover.org.jpg,https://vocalremover.org/
voice.ai,voice.ai.png,https://voice.ai/tools/vocal-remover
voideditor.com,voideditor.com.png,https://voideditor.com/
vpesports.com,vpesports.com.png,https://vpesports.com/
wan.video,wan.video.png,https://wan.video/
warp.dev,warp.dev.png,https://warp.dev/
waydro.id,waydro.id.png,https://waydro.id/
webllm.mlc.ai,webllm.mlc.ai.png,https://webllm.mlc.ai/
wolframalpha.com,wolframalpha.com.png,http://wolframalpha.com
workers.cloudflare.com,workers.cloudflare.com.png,https://workers.cloudflare.com
wormhole.app,wormhole.app.png,https://wormhole.app/
www.3dlogolab.io,www.3dlogolab.io.png,https://www.3dlogolab.io/
www.8bitcn.com,www.8bitcn.com.png,https://www.8bitcn.com/
www.agent-zero.ai,www.agent-zero.ai.png,https://www.agent-zero.ai/
www.alignui.com,www.alignui.com.png,https://www.alignui.com/
www.backblaze.com,www.backblaze.com.png,https://www.backblaze.com/b2
www.bananaprompts.xyz,www.bananaprompts.xyz.png,https://www.bananaprompts.xyz/
www.basedlabs.ai,www.basedlabs.ai.jpg,https://www.basedlabs.ai/
www.beautifului.dev,www.beautifului.dev.png,https://www.beautifului.dev/
www.bing.com,www.bing.com.png,https://www.bing.com/images/create/ai-image-generator
www.checklist.design,www.checklist.design.png,https://www.checklist.design/
www.cloudflare.com,www.cloudflare.com.png,https://www.cloudflare.com/r2/
www.context.dev,www.context.dev.png,https://www.context.dev/
www.cult-ui.com,www.cult-ui.com.png,https://www.cult-ui.com/
www.dataforindia.com,www.dataforindia.com.png,https://www.dataforindia.com/
www.design-extractor.com,www.design-extractor.com.png,https://www.design-extractor.com/
www.designprompts.dev,www.designprompts.dev.png,https://www.designprompts.dev/
www.draftly.space,www.draftly.space.png,https://www.draftly.space/
www.dyad.sh,www.dyad.sh.png,https://www.dyad.sh/
www.eauctionsindia.com,www.eauctionsindia.com.png,https://www.eauctionsindia.com
www.elementsofai.com,www.elementsofai.com.png,https://www.elementsofai.com/
www.extend.ai,www.extend.ai.png,https://www.extend.ai/ui
www.fancycomponents.dev,www.fancycomponents.dev.png,https://www.fancycomponents.dev/
www.firecrawl.dev,www.firecrawl.dev.png,https://www.firecrawl.dev/
www.flowmusic.app,www.flowmusic.app.jpg,https://www.flowmusic.app/
www.forexfactory.com,www.forexfactory.com.png,https://www.forexfactory.com/
www.franken-ui.dev,www.franken-ui.dev.png,https://www.franken-ui.dev/
www.freecodecamp.org,www.freecodecamp.org.png,https://www.freecodecamp.org/
www.gamerpower.com,www.gamerpower.com.png,https://www.gamerpower.com/
www.gujaratboardonline.com,www.gujaratboardonline.com.png,https://www.gujaratboardonline.com/
www.heroui.com,www.heroui.com.png,https://www.heroui.com/
www.hyperui.dev,www.hyperui.dev.png,https://www.hyperui.dev/
www.infinityfree.com,www.infinityfree.com.png,https://www.infinityfree.com/
www.investopedia.com,www.investopedia.com.png,https://www.investopedia.com/
www.itshover.com,www.itshover.com.jpg,https://www.itshover.com/
www.jollyui.dev,www.jollyui.dev.png,https://www.jollyui.dev/
www.kali.org,www.kali.org.png,https://www.kali.org/docs/nethunter/
www.kibo-ui.com,www.kibo-ui.com.png,https://www.kibo-ui.com/
www.langflow.org,www.langflow.org.png,https://www.langflow.org/
www.lenis.dev,www.lenis.dev.png,https://www.lenis.dev/
www.magnific.com,www.magnific.com.png,https://www.magnific.com/
www.maxun.dev,www.maxun.dev.png,https://www.maxun.dev/
www.meigen.ai,www.meigen.ai.png,https://www.meigen.ai/
www.modelscope.ai,www.modelscope.ai.png,https://www.modelscope.ai/home
www.mstcecommerce.com,www.mstcecommerce.com.ico,https://www.mstcecommerce.com/
www.ninna-ui.dev,www.ninna-ui.dev.png,https://www.ninna-ui.dev/
www.ocean.io,www.ocean.io.png,https://www.ocean.io/
www.onlook.com,www.onlook.com.png,https://www.onlook.com/
www.open-wa.org,www.open-wa.org.png,https://www.open-wa.org/
www.openhands.dev,www.openhands.dev.jpg,https://www.openhands.dev/
www.openmontage.video,www.openmontage.video.png,https://www.openmontage.video/
www.opensourceprojects.dev,www.opensourceprojects.dev.png,https://www.opensourceprojects.dev/
www.opentypeless.com,www.opentypeless.com.png,https://www.opentypeless.com/en
www.originkit.dev,www.originkit.dev.png,https://www.originkit.dev/
www.originui-ng.com,www.originui-ng.com.png,https://www.originui-ng.com/
www.patreon.com,www.patreon.com.png,https://www.patreon.com/joplin
www.pdfescape.com,www.pdfescape.com.png,https://www.pdfescape.com/
www.pen.dev,www.pen.dev.jpg,https://www.pen.dev/
www.pexels.com,www.pexels.com.png,https://www.pexels.com/
www.photopea.com,www.photopea.com.png,https://www.photopea.com/
www.playphrase.me,www.playphrase.me.png,https://www.playphrase.me/
www.productioncrate.com,www.productioncrate.com.png,https://www.productioncrate.com/
www.promptcowboy.ai,www.promptcowboy.ai.png,https://www.promptcowboy.ai/
www.radix-ui.com,www.radix-ui.com.png,https://www.radix-ui.com/
www.reactbits.dev,www.reactbits.dev.png,https://www.reactbits.dev/
www.remove.bg,www.remove.bg.png,https://www.remove.bg/
www.retroui.dev,www.retroui.dev.png,https://www.retroui.dev/
www.ripple-ui.com,www.ripple-ui.com.png,https://www.ripple-ui.com/
www.shopify.com,www.shopify.com.png,https://www.shopify.com/stock-photos
www.similarsitesearch.com,www.similarsitesearch.com.png,https://www.similarsitesearch.com/
www.skills.sh,www.skills.sh.png,https://www.skills.sh/
www.spacedesk.net,www.spacedesk.net.png,https://www.spacedesk.net/
www.startupperks.xyz,www.startupperks.xyz.png,https://www.startupperks.xyz/perks
www.strix.ai,www.strix.ai.png,https://www.strix.ai/
www.tasteskill.dev,www.tasteskill.dev.jpg,https://www.tasteskill.dev/
www.ui-layouts.com,www.ui-layouts.com.png,https://www.ui-layouts.com/
www.ui-skills.com,www.ui-skills.com.png,https://www.ui-skills.com/
www.uilora.com,www.uilora.com.png,https://www.uilora.com/
www.unicorn.studio,www.unicorn.studio.png,https://www.unicorn.studio/login
www.vecteezy.com,www.vecteezy.com.png,https://www.vecteezy.com/
www.vengenceui.com,www.vengenceui.com.png,https://www.vengenceui.com/
www.ventoy.net,www.ventoy.net.png,https://www.ventoy.net/en/index.html
www.webkeyapp.com,www.webkeyapp.com.png,https://www.webkeyapp.com/
www.ysk-comics.com,www.ysk-comics.com.png,https://www.ysk-comics.com/en
www.zapsplat.com,www.zapsplat.com.png,https://www.zapsplat.com/
yarrlists.net,yarrlists.net.png,https://yarrlists.net/
youmind.com,youmind.com.png,https://youmind.com/prompts
zie619.github.io,MISSING,https://zie619.github.io/n8n-workflows/
